date,return
2025-01-02,-0.00014809109422300455
2025-01-03,0.009531796081028217
2025-01-06,0.003754724225428707
2025-01-07,-0.005306077791446118
2025-01-08,0.003752560449575725
2025-01-09,0.014342329098193721
2025-01-10,0.0001775656480104362
2025-01-13,0.014581792902326056
2025-01-14,-0.023077705936807698
2025-01-15,0.007897122539377015
2025-01-16,0.0012834236141435408
2025-01-17,-0.0021910661541928067
2025-01-20,0.0013258469888195205
2025-01-21,-0.017388120231408035
2025-01-22,-0.0014770469905376073
2025-01-23,0.0037140131436057175
2025-01-24,0.013801046402673644
2025-01-27,-0.004164431964462825
2025-01-28,-0.0067764424260386875
2025-01-29,-0.01998271589195185
2025-01-30,0.008738619059318668
2025-01-31,0.00345875998693716
2025-02-03,-0.004267841833903349
2025-02-04,0.005119406898020205
2025-02-05,0.0013736979441323635
2025-02-06,0.009217804914796002
2025-02-07,-0.005818477844896171
2025-02-10,-0.0024489593193799137
2025-02-11,-0.0030289733781894185
2025-02-12,-0.012671634533189065
2025-02-13,0.0031650824935811842
2025-02-14,0.002849497449619004
2025-02-17,0.000546021109782148
2025-02-18,-0.001611284200376322
2025-02-19,-0.012238336678453726
2025-02-20,-0.003285807904888231
2025-02-21,-0.002584430648740925
2025-02-24,-0.00672049542299457
2025-02-25,-0.0009515714049940821
2025-02-26,0.010552059010765561
2025-02-27,0.01747567311089477
2025-02-28,0.0020712003154865505
2025-03-03,0.002817953516504879
2025-03-04,-0.00017001324189550482
2025-03-05,-0.016768940937691372
2025-03-06,0.0002613751209570481
2025-03-07,0.001042071889469238
2025-03-10,0.022669179012367573
2025-03-11,-0.0012312486830301026
2025-03-12,0.003213926081002512
2025-03-13,0.00018759407265281022
2025-03-14,-0.010018102338575786
2025-03-17,0.010785405330635184
2025-03-18,0.007267397294180966
2025-03-19,0.007619287523387421
2025-03-20,-0.007684487093152649
2025-03-21,0.013125148798424892
2025-03-24,-0.012116659565130526
2025-03-25,0.005781713844202433
2025-03-26,0.006297844496472169
